title,authors,year,venue,entry_type,doi,url,source_files,dup_count,norm_title
Single-shot global localization via graph-theoretic correspondence matching,Shigemichi Matsuzaki and Kenji Koide and Shuji Oishi and Masashi Yokozuka and A. Banno,2023,Advanced Robotics,article,,https://api.semanticscholar.org/CorpusId:259088582,papers_13.bib,1,single shot global localization via graph theoretic correspondence matching
SkillGenBench: Benchmarking Skill Generation Pipelines for LLM Agents,Yifan Zhou and Zhen-Tao Zhang and Ziming Cheng and Shuoming Zhang and Qi-Zhen Lan and Zhangquan Chen and Zhi Yang and QianyuXu and Rong-Hao Chen and Huacan Wang and Sen Hu,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:288656676,papers_5.bib,1,skillgenbench benchmarking skill generation pipelines for llm agents
Slime Mould Logic Gates Based on Frequency Changes of Electrical Potential Oscillation,J. Whiting and B. D. L. de Lacy Costello and A. Adamatzky,2014,Bio Systems,article,,https://api.semanticscholar.org/CorpusId:14998840,papers_15.bib,1,slime mould logic gates based on frequency changes of electrical potential oscillation
SLO-Conditioned Action Routing for Retrieval-Augmented Generation: Objective Ablation and Failure Modes,Bharath Nunepalli,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:284487979,papers_16.bib,1,slo conditioned action routing for retrieval augmented generation objective ablation and failure modes
Smallcap: Lightweight Image Captioning Prompted with Retrieval Augmentation,R. Ramos and Bruno Martins and Desmond Elliott and Yova Kementchedjhieva,2022,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),article,,https://api.semanticscholar.org/CorpusId:252668790,papers_5.bib,1,smallcap lightweight image captioning prompted with retrieval augmentation
Smart Test Selection in CI/CD: Optimizing Pipeline Efficiency,Shiva Krishna and Kodithyala,2025,Journal of Computer Science and Technology Studies,article,,https://api.semanticscholar.org/CorpusId:278652243,papers_12.bib,1,smart test selection in ci cd optimizing pipeline efficiency
SmellBench: Evaluating LLM Agents on Architectural Code Smell Repair,Ion George Dinu and M. Mihăescu and Traian Rebedea,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:288111219,papers_14.bib,1,smellbench evaluating llm agents on architectural code smell repair
SODOS: A software documentation support environment — Its definition,E. Horowitz and R. Williamson,1986,IEEE Transactions on Software Engineering,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6312987,papers_7.bib,1,sodos a software documentation support environment its definition
Software Change Impact Analysis,Robert S. Arnold,1996,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:60721707,papers_8.bib,1,software change impact analysis
Software change impacts-an evolving perspective,S. Bohner,2002,"International Conference on Software Maintenance, 2002. Proceedings.",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=1167777,papers_7.bib,1,software change impacts an evolving perspective
Software Change Management: a Quantified Perspective,Ankit Dhamija and S. Sikka,2018,International Journal of Engineering \& Technology,article,,https://api.semanticscholar.org/CorpusId:149659751,papers_7.bib,1,software change management a quantified perspective
Software Engineering Methods for AI-Driven Deductive Legal Reasoning,Rohan Padhye,2024,"Proceedings of the 2024 ACM SIGPLAN International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",article,,https://api.semanticscholar.org/CorpusId:269148637,papers_8.bib,1,software engineering methods for ai driven deductive legal reasoning
"SOFTWARE TESTING, VERIFICATION AND RELIABILITY Softw. Test. Verif. Reliab. (2012) Published online in Wiley Online Library (wileyonlinelibrary.com). DOI: 10.1002/stvr.1475 A survey of code-based change impact analysis techniques",,0,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:14876058,papers_12.bib+papers_7.bib+papers_8.bib,3,software testing verification and reliability softw test verif reliab 2012 published online in wiley online library wileyonlinelibrary com doi 10 1002 stvr 1475 a survey of code based change impact analysis techniques
SolEval: Benchmarking Large Language Models for Repository-level Solidity Code Generation,Zhi-Yuan Peng and Xin Yin and Rui Qian and Peiqin Lin and Yongkang Liu and Chenhao Ying and Yuan Luo,2025,ArXiv,article,,https://arxiv.org/pdf/2502.18793.pdf,papers_5.bib,1,soleval benchmarking large language models for repository level solidity code generation
Source code change analysis with deep learning based programming model,Babita Pathik and Meena Sharma,2022,Automated Software Engineering,article,,https://doi.org/10.1007/s10515-021-00305-x,papers_7.bib,1,source code change analysis with deep learning based programming model
Source-Code Level Regression Test Selection: the Model-Driven Way,Jean-Marie Mottu and Massimo Tisi and Gerson Suny{\'e},2019,J. Object Technol.,article,,https://api.semanticscholar.org/CorpusId:196595410,papers_12.bib,1,source code level regression test selection the model driven way
Space-Time Hierarchical-Graph Based Cooperative Localization in Wireless Sensor Networks,Tiejun Lv and Hui Gao and Xiaopeng Li and Shaoshi Yang and L. Hanzo,2015,IEEE Transactions on Signal Processing,article,,https://api.semanticscholar.org/CorpusId:11514300,papers_13.bib,1,space time hierarchical graph based cooperative localization in wireless sensor networks
SpaGBOL: Spatial-Graph-Based Orientated Localisation,Tavis Shore and Oscar Mendez and Simon Hadfield,2024,2025 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),article,,https://api.semanticscholar.org/CorpusId:272832267,papers_13.bib+papers_4.bib,2,spagbol spatial graph based orientated localisation
Spatio-Temporal Graph Localization Networks for Image-based Navigation,T. Niwa and Shun Taguchi and Noriaki Hirose,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),article,,https://api.semanticscholar.org/CorpusId:248427151,papers_4.bib,1,spatio temporal graph localization networks for image based navigation
Spatiotemporal and frequential cascaded attention networks for speech emotion recognition,Shu-Zhen Li and Xiaofen Xing and Weiquan Fan and Bolun Cai and Perry Fordson and Xiangmin Xu,2021,Neurocomputing,article,,https://doi.org/10.1016/J.NEUCOM.2021.02.094,papers_15.bib,1,spatiotemporal and frequential cascaded attention networks for speech emotion recognition
SpecRover: Code Intent Extraction via LLMs,Haifeng Ruan and Yun-Tong Zhang and Abhik Roychoudhury,2024,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),article,,https://api.semanticscholar.org/CorpusId:271710399,papers_14.bib+papers_6.bib,2,specrover code intent extraction via llms
SpeedMachines: Anytime Structured Prediction,Alexander Grubb and Daniel Munoz and J. Bagnell and M. Hebert,2013,ArXiv,article,,https://api.semanticscholar.org/CorpusId:2232524,papers_15.bib,1,speedmachines anytime structured prediction
Spend Experts Where You Are Unsure: Confidence-Adaptive Routing for Mixture-of-Experts LoRA,Tom Saliencro and Rohan Desai and Priya Nair and Maya Lindqvist and D. Whitmore,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290638805,papers_16.bib,1,spend experts where you are unsure confidence adaptive routing for mixture of experts lora
Stack-Pointer Networks for Dependency Parsing,Xuezhe Ma and Zecong Hu and J. Liu and Nanyun Peng and Graham Neubig and E. Hovy,2018,ArXiv,article,,https://www.aclweb.org/anthology/P18-1130.pdf,papers_9.bib,1,stack pointer networks for dependency parsing
STALL+: Boosting LLM-based Repository-level Code Completion with Static Analysis,Jun-Wei Liu and Yi-Xuan Chen and Mingwei Liu and Xin Peng and Yiling Lou,2024,ACM Transactions on Software Engineering and Methodology,article,,https://api.semanticscholar.org/CorpusId:270521884,papers_5.bib,1,stall boosting llm based repository level code completion with static analysis
STAR: A Stage-Attributed Triage and Repair Framework for RCA Agents in Microservices,Junle Wang and Ruibo Chen and Xingchuang Liao and Zhi-Min Fan and Xiang-Dong Wu and Wenjun Wu and Jinkun Zhao and Xue-Hong Liu,2026,2026 IEEE International Conference on Web Services (ICWS),article,,https://api.semanticscholar.org/CorpusId:288393624,papers_14.bib,1,star a stage attributed triage and repair framework for rca agents in microservices
Static Class-Level Approach For Test Impact Analysis,Alon Basin and Arthorn Luangsodsai and K. Sinapiromsaran,2023,2023 20th International Joint Conference on Computer Science and Software Engineering (JCSSE),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10202002,papers_12.bib,1,static class level approach for test impact analysis
Structure and Evolution of Package Dependency Networks,R. Kikas and Georgios Gousios and M. Dumas and Dietmar Pfahl,2017,2017 IEEE/ACM 14th International Conference on Mining Software Repositories (MSR),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=7962360,papers_9.bib,1,structure and evolution of package dependency networks
structured design,E. Yourdon and Larry L. Constantine,1975,Ibm Systems Journal,article,,https://doi.org/10.1007/springerreference\_25824,papers_9.bib,1,structured design
Structured Information Retrieval Strategies for Localising Software Changes,Qiuchi Li and Y. Yu and Dawei Song and B. Nuseibeh,2018,ArXiv,article,,https://api.semanticscholar.org/CorpusId:54434878,papers_10.bib+papers_11.bib,2,structured information retrieval strategies for localising software changes
Stryker: Scaling Specification-Based Program Repair by Pruning Infeasible Mutants with SAT,Luciano Zem{\'i}n and Sim{\'o}n Guti{\'e}rrez Brida and S. Berm{\'u}dez and Santiago Perez De Rosso and Nazareno Aguirre and A. Mili and A. Jaoua and M. Frias,2019,ArXiv,article,,https://api.semanticscholar.org/CorpusId:204972753,papers_14.bib,1,stryker scaling specification based program repair by pruning infeasible mutants with sat
STT-RAM-Based Hierarchical in-Memory Computing,Dhruv Gajaria and K. Gomez and Tosiron Adegbija,2024,IEEE Transactions on Parallel and Distributed Systems,article,,https://api.semanticscholar.org/CorpusId:271307607,papers_15.bib,1,stt ram based hierarchical in memory computing
Subsidy design for better social outcomes,M. Balcan and M. Pozzi and Dravyansh Sharma,2024,ArXiv,article,,https://api.semanticscholar.org/CorpusId:272424172,papers_6.bib,1,subsidy design for better social outcomes
Supervised Sequential Classification Under Budget Constraints,K. Trapeznikov and Venkatesh Saligrama,2013,International Conference on Artificial Intelligence and Statistics,inproceedings,,http://proceedings.mlr.press/v31/trapeznikov13a.html,papers_15.bib,1,supervised sequential classification under budget constraints
Supporting Change Impact Analysis Using a Recommendation System: An Industrial Case Study in a Safety-Critical Context,Markus Borg and Krzysztof Wnuk and B. Regnell and P. Runeson,2017,IEEE Transactions on Software Engineering,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=7637029,papers_8.bib,1,supporting change impact analysis using a recommendation system an industrial case study in a safety critical context
Supporting impact analysis and change propagation in software engineering environments,Jun Han,1997,Proceedings Eighth IEEE International Workshop on Software Technology and Engineering Practice incorporating Computer Aided Software Engineering,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=615479,papers_8.bib,1,supporting impact analysis and change propagation in software engineering environments
Supporting predictive change impact analysis: a control call graph based technique,L. Badri and M. Badri and Daniel St-Yves,2005,12th Asia-Pacific Software Engineering Conference (APSEC'05),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=1607149,papers_12.bib+papers_7.bib+papers_8.bib,3,supporting predictive change impact analysis a control call graph based technique
Survey on Leveraging Uncertainty Estimation Towards Trustworthy Deep Neural Networks: The Case of Reject Option and Post-training Processing,M. Hasan and M. Abdar and A. Khosravi and U. Aickelin and Pietro Lio' and Ibrahim Hossain and Ashikur Rahman and S. Nahavandi,2023,ACM Computing Surveys,article,,https://api.semanticscholar.org/CorpusId:258060212,papers_16.bib,1,survey on leveraging uncertainty estimation towards trustworthy deep neural networks the case of reject option and post training processing
Suspect fault screen assisted graph aggregation network for intra-/inter-node failure localization in ROADM-based optical networks,Jiawei Zhang and Ruikun Wang and Shuangyi Yan and Chuidian Zeng and Hao Yu and Zhiqun Gu and Bojun Zhang and T. Taleb and Yuefeng Ji,2023,Journal of Optical Communications and Networking,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10138320,papers_13.bib,1,suspect fault screen assisted graph aggregation network for intra inter node failure localization in roadm based optical networks
Suspect Fault Screening Assisted Graph Aggregation Network for Intra-/Inter-Node Failure Localization in ROADM-based Optical Networks,Ruikun Wang and Jiawei Zhang and Shuangyi Yan and Chuidian Zeng and Hao Yu and Zhiqun Gu and Bojun Zhang and T. Taleb and Yuefeng Ji,2022,2022 European Conference on Optical Communication (ECOC),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=9979636,papers_13.bib,1,suspect fault screening assisted graph aggregation network for intra inter node failure localization in roadm based optical networks
SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,John Yang and Carlos E. Jimenez and Alexander Wettig and Kilian Adriano Lieret and Shun-Yu Yao and Karthik Narasimhan and Ofir Press,2024,ArXiv,article,,https://api.semanticscholar.org/CorpusId:270063685,papers_14.bib,1,swe agent agent computer interfaces enable automated software engineering
